1	21946	177432
2	21947	176175
3	21948	176063
4	21951	173754
5	21952	173642
6	21955	171393
7	21956	171281
8	21960	171163
9	21961	171051
10	21964	168802
11	21965	168690
12	21969	168607
13	21970	168495
14	21983	168001
15	21984	167889
16	21985	167507
17	21986	167395
18	21990	167312
19	21991	167200
20	22004	166706
21	22005	166594
22	22009	166511
23	22010	166399
24	22043	165641
25	22044	165529
26	22048	165446
27	22049	165334
28	22062	164840
29	22063	164728
30	22064	164346
31	22065	164234
32	22069	164151
33	22070	164039
34	22083	163545
35	22084	162304
36	22085	162192
37	22089	162109
38	22090	161997
39	22103	161503
40	22104	161391
41	22105	161009
42	22106	160897
43	22110	160814
44	22111	160702
45	22124	160208
46	22125	160096
47	22129	160013
48	22130	159901
49	22163	159143
50	22164	159031
51	22168	158948
52	22169	158836
53	22182	158342
54	22183	158230
55	22184	157848
56	22185	157736
57	22189	157653
58	22190	157541
59	22203	157047
60	22204	156935
61	22208	156852
62	22209	156740
63	22225	156285
64	22226	156173
65	22230	156090
66	22231	155978
67	22264	155916
68	22268	155833
69	22269	155721
70	22270	155664
71	22271	155552
72	22275	155469
73	22276	155357
74	22287	155339
75	22291	155256
76	22292	155144
77	22296	154679
78	22297	154567
79	22314	154489
80	22318	153917
81	22319	153805
82	22332	153800
83	22333	153688
84	22349	153233
85	22350	153121
86	22354	153038
87	22355	152926
88	22388	152864
89	22392	152781
90	22393	152669
91	22394	152612
92	22395	152500
93	22399	152417
94	22400	152305
95	22411	152287
96	22415	152204
97	22416	152092
98	22420	151627
99	22421	151515
100	22442	150865
101	22443	150753
102	22473	150701
103	22474	150589
104	22478	150506
105	22479	150394
106	22487	150244
107	22488	150132
108	22503	150031
109	22504	149919
110	22519	149917
111	22520	149805
112	22524	149722
113	22525	149610
114	22529	149543
115	22543	149426
116	22544	149095
117	22545	148983
118	22560	148859
119	22565	148664
120	22566	148333
121	22567	148221
122	22580	148216
123	22581	148104
124	22597	147649
125	22598	147537
126	22602	147454
127	22603	147342
128	22631	147253
129	22640	147138
130	22641	147026
131	22643	146916
132	22646	146831
133	22648	146721
134	22653	146491
135	22668	146043
136	22669	145931
137	22690	145281
138	22691	145169
139	22720	145112
140	22723	145111
141	22730	145097
142	22733	144770
143	22734	144658
144	22736	144548
145	22751	144447
146	22752	144335
147	22767	144333
148	22768	144221
149	22772	144138
150	22773	144026
151	22777	143959
152	22791	143842
153	22801	143736
154	22802	143662
155	22803	143550
156	22806	143472
157	22808	143275
158	22813	143080
159	22825	142918
160	22826	142806
161	22837	142788
162	22838	142727
163	22839	142615
164	22842	142593
165	22844	142533
166	22856	142234
167	22857	142122
168	22860	141965
169	22861	141853
170	22879	141669
171	22888	141554
172	22889	141442
173	22893	141359
174	22894	141247
175	22901	140907
176	22925	140684
177	22929	140532
178	22930	140420
179	22932	140360
180	22946	140286
181	22949	139866
182	22950	139754
183	22968	139528
184	22981	139186
185	22982	139074
186	23010	139032
187	23011	138920
188	23013	138907
189	23027	138806
190	23029	138694
191	23032	138611
192	23037	138516
193	23049	138353
194	23053	138303
195	23059	138281
196	23061	138247
197	23062	138135
198	23067	138053
199	23068	137864
200	23071	137591
201	23093	137567
202	23094	137455
203	23095	137368
204	23099	137180
205	23100	137104
206	23102	137044
207	23104	136985
208	23116	136823
209	23117	136711
210	23119	136550
211	23120	136438
212	23138	136212
213	23147	136139
214	23148	136027
215	23152	135944
216	23153	135832
217	23162	135821
218	23165	135817
219	23166	135801
220	23170	135574
221	23180	135502
222	23190	135410
223	23192	134812
224	23216	134589
225	23220	134437
226	23221	134325
227	23223	134265
228	23240	133771
229	23241	133659
230	23259	133433
231	23282	133154
232	23283	133042
233	23311	133000
234	23312	132888
235	23314	132875
236	23328	132774
237	23330	132662
238	23333	132579
239	23346	132548
240	23350	132321
241	23352	132152
242	23353	132040
243	23368	132021
244	23369	131832
245	23371	131814
246	23372	131559
247	23396	131336
248	23400	131148
249	23401	131072
250	23403	131012
251	23405	130953
252	23417	130791
253	23418	130679
254	23420	130518
255	23421	130406
256	23439	130180
257	23448	130107
258	23449	129995
259	23453	129912
260	23454	129800
261	23466	129785
262	23467	129769
263	23471	129542
264	23481	129470
265	23493	128780
266	23517	128557
267	23521	128405
268	23522	128293
269	23524	128233
270	23541	127739
271	23542	127627
272	23560	127401
273	23590	127195
274	23606	127120
275	23632	127003
276	23640	126968
277	23648	126784
278	23655	126460
279	23669	126332
280	23670	126220
281	23676	126062
282	23680	125987
283	23683	125714
284	23698	125644
285	23711	125303
286	23716	125108
287	23728	125093
288	23737	124978
289	23744	124880
290	23761	124633
291	23800	123894
292	23804	122935
293	23885	122770
294	23895	122534
295	23898	122427
296	23946	122197
297	23959	122155
298	23970	121882
299	23976	121819
300	23986	120930
301	24067	120765
302	24077	120529
303	24078	120491
304	24080	120422
305	24098	120257
306	24128	120192
307	24136	119815
308	24158	119814
309	24175	119160
310	24209	119011
311	24219	118980
312	24260	118897
313	24264	118547
314	24280	118252
315	24318	117810
316	24341	117648
317	24357	117155
318	24414	116940
319	24442	116892
320	24448	116754
321	24449	116716
322	24451	116647
323	24452	116498
324	24469	116482
325	24480	115750
326	24518	115308
327	24580	115236
328	24596	114935
329	24609	114907
330	24619	114824
331	24634	114493
332	24651	114477
333	24662	113745
334	24700	113303
335	24760	113253
336	24762	112971
337	24773	112911
338	24791	112902
339	24792	112864
340	24798	112811
341	24800	112529
342	24851	111975
343	24889	111533
344	24917	111348
345	24942	111248
346	24944	110966
347	24955	110906
348	24980	110806
349	24982	110524
350	25033	109970
351	25071	109528
352	25131	109478
353	25133	109196
354	25144	109136
355	25162	109127
356	25163	109089
357	25169	109036
358	25171	108754
359	25215	108574
360	25247	108570
361	25249	108288
362	25260	108228
363	25262	108146
364	25285	108128
365	25287	107846
366	25288	107573
367	25313	107473
368	25315	107191
369	25326	107131
370	25351	107031
371	25353	106749
372	25417	106730
373	25418	106692
374	25426	106661
375	25434	106584
376	25438	106486
377	25444	106348
378	25445	106310
379	25476	106076
380	25491	105964
381	25503	105925
382	25516	105875
383	25528	105634
384	25529	105522
385	25554	105433
386	25579	105413
387	25581	105314
388	25592	105274
389	25593	104895
390	25618	104795
391	25620	104513
392	25631	104453
393	25656	104353
394	25658	104071
395	25707	103960
396	25739	103906
397	25743	103808
398	25745	103679
399	25746	103567
400	25758	103528
401	25771	103467
402	25772	103297
403	25773	103185
404	25784	103125
405	25798	103096
406	25809	103025
407	25810	102855
408	25811	102743
409	25836	102592
410	25863	102535
411	25874	102150
412	25924	102041
413	25925	101829
