1	21282	178446
2	21292	176171
3	21294	176156
4	21304	173881
5	21305	173801
6	21315	171526
7	21317	171511
8	21327	169236
9	21341	169017
10	21355	168458
11	21363	168271
12	21368	167312
13	21370	167297
14	21380	165022
15	21394	164571
16	21408	164244
17	21416	164057
18	21422	163793
19	21430	163606
20	21436	163574
21	21442	163362
22	21444	163279
23	21446	163086
24	21456	162911
25	21458	162828
26	21460	162635
27	21464	162108
28	21478	161657
29	21492	161330
30	21500	161143
31	21506	160879
32	21514	160692
33	21526	160448
34	21528	160365
35	21530	160172
36	21540	159997
37	21542	159914
38	21544	159721
39	21562	159483
40	21566	159207
41	21576	159032
42	21580	158756
43	21594	158392
44	21608	157941
45	21622	157614
46	21630	157427
47	21633	157342
48	21636	157163
49	21644	156976
50	21647	156891
51	21656	156732
52	21658	156649
53	21660	156456
54	21669	156377
55	21670	156281
56	21672	156198
57	21674	156005
58	21683	155926
59	21692	155767
60	21695	155682
61	21696	155491
62	21699	155406
63	21706	155316
64	21709	155231
65	21710	155040
66	21713	154955
67	21729	154889
68	21731	154696
69	21735	154441
70	21745	154266
71	21749	153990
72	21763	153626
73	21776	153623
74	21777	153175
75	21790	153172
76	21791	152848
77	21799	152661
78	21805	152397
79	21813	152210
80	21825	151966
81	21827	151883
82	21829	151690
83	21839	151515
84	21841	151432
85	21843	151239
86	21861	151001
87	21865	150725
88	21875	150550
89	21879	150274
90	21896	150206
91	21898	150123
92	21900	149930
93	21909	149822
94	21914	149711
95	21918	149692
96	21919	149647
97	21921	149564
98	21922	149416
99	21923	149371
100	21928	149350
101	21932	149241
102	21936	148965
103	21942	148899
104	21945	148857
105	21950	148746
106	21955	148682
107	21959	148406
108	21964	148385
109	21967	148290
110	21974	148210
111	21977	148115
112	21978	147934
113	21981	147839
114	21994	147671
115	21999	147590
116	22002	147548
117	22003	147325
118	22013	147150
119	22016	147097
120	22017	146874
121	22030	146706
122	22035	146625
123	22044	146517
124	22047	146422
125	22049	146406
126	22054	146342
127	22057	146247
128	22058	146066
129	22061	145971
130	22066	145950
131	22074	145803
132	22076	145775
133	22078	145692
134	22080	145499
135	22083	145457
136	22093	145282
137	22097	145006
138	22102	144985
139	22110	144838
140	22112	144810
141	22115	144757
142	22116	144534
143	22129	144366
144	22142	144358
145	22143	144313
146	22144	144275
147	22146	144082
148	22156	143907
149	22158	143824
150	22160	143631
151	22173	143463
152	22178	143393
153	22182	143117
154	22192	142942
155	22196	142666
156	22209	142498
157	22228	142392
158	22231	142297
159	22236	142276
160	22238	142249
161	22242	141973
162	22250	141825
163	22253	141783
164	22263	141657
165	22266	141615
166	22267	141332
167	22272	141311
168	22280	141164
169	22285	141083
170	22286	140860
171	22299	140692
172	22313	140639
173	22314	140601
174	22316	140408
175	22327	140330
176	22328	140150
177	22330	139957
178	22343	139789
179	22352	139443
180	22365	139275
181	22366	138992
182	22379	138824
183	22398	138750
184	22402	138678
185	22409	138460
186	22412	138299
187	22416	138227
188	22425	138131
189	22429	138059
190	22431	137946
191	22438	137713
192	22445	137495
193	22452	137262
194	22465	137094
195	22481	137056
196	22488	136823
197	22497	136822
198	22501	136655
199	22510	136654
200	22518	136579
201	22522	136507
202	22524	136394
203	22531	136161
204	22538	135943
205	22545	135710
206	22558	135542
207	22574	135504
208	22581	135271
209	22594	135103
210	22610	135023
211	22617	134790
212	22624	134572
213	22631	134339
214	22660	134133
215	22667	133900
216	22676	133899
217	22681	133831
218	22684	133824
219	22688	133752
220	22703	133471
221	22710	133238
222	22717	133020
223	22724	132787
224	22753	132581
225	22760	132348
226	22774	132279
227	22790	132241
228	22794	132117
229	22797	132008
