1	9390	81808
2	9391	81001
3	9394	80540
4	9397	79981
5	9400	79520
6	9403	79280
7	9406	78932
8	9409	78692
9	9416	78464
10	9419	78443
11	9421	78308
12	9422	78095
13	9424	77847
14	9427	77607
15	9434	77379
16	9437	77365
17	9441	77241
18	9443	77206
19	9444	77137
20	9450	76902
21	9457	76674
22	9460	76660
23	9464	76536
24	9466	76501
25	9467	76432
26	9472	76394
27	9473	76363
28	9474	76294
29	9476	76259
30	9478	76249
31	9481	76164
32	9483	76121
33	9485	76111
34	9487	76076
35	9488	75917
36	9492	75913
37	9495	75689
38	9499	75685
39	9502	75551
40	9504	75516
41	9506	75497
42	9511	75378
43	9513	75302
44	9515	75208
45	9520	75164
46	9521	75152
47	9522	74980
48	9529	74842
49	9530	74830
50	9531	74807
51	9534	74754
52	9537	74692
53	9538	74669
54	9539	74657
55	9541	74616
56	9543	74578
57	9546	74519
58	9549	74497
59	9550	74350
60	9556	74281
61	9557	74212
62	9558	74200
63	9559	74177
64	9563	74143
65	9564	74131
66	9565	74062
67	9566	74039
68	9567	74027
69	9571	73993
70	9572	73927
71	9574	73889
72	9577	73867
73	9579	73789
74	9580	73777
75	9581	73736
76	9584	73701
77	9586	73694
78	9587	73639
79	9588	73508
80	9596	73358
81	9597	73335
82	9600	73282
83	9605	73185
84	9607	73159
85	9608	73147
86	9609	73106
87	9613	73090
88	9614	73078
89	9615	73009
90	9616	72878
91	9622	72809
92	9624	72728
93	9625	72705
94	9630	72659
95	9631	72636
96	9633	72555
97	9638	72455
98	9643	72395
99	9646	72305
100	9647	72282
101	9650	72229
102	9652	72222
103	9655	72132
104	9659	72053
105	9664	72013
106	9665	71972
107	9666	71825
108	9672	71756
109	9674	71675
110	9675	71652
111	9680	71606
112	9681	71583
113	9683	71502
114	9689	71433
115	9692	71383
116	9693	71342
117	9698	71314
118	9699	71273
119	9701	71192
120	9702	71169
121	9706	71110
122	9708	71100
123	9710	71019
124	9714	70960
125	9715	70937
126	9720	70934
127	9721	70876
128	9722	70746
129	9727	70708
130	9728	70677
131	9730	70596
132	9731	70573
133	9734	70480
134	9739	70423
135	9740	70411
136	9742	70330
137	9743	70307
138	9748	70261
139	9749	70238
140	9751	70157
141	9757	70088
142	9762	70031
143	9764	70021
144	9765	70001
145	9766	69940
146	9770	69881
147	9771	69858
148	9772	69854
149	9774	69828
150	9777	69797
151	9778	69785
152	9779	69708
153	9780	69704
154	9781	69681
155	9782	69633
156	9783	69629
157	9787	69612
158	9788	69607
159	9789	69531
160	9790	69401
161	9796	69332
162	9798	69251
163	9799	69228
164	9804	69182
165	9805	69159
166	9807	69078
167	9813	69009
168	9819	69003
169	9820	68955
170	9821	68922
171	9822	68899
172	9826	68886
173	9827	68853
174	9828	68775
175	9830	68749
176	9834	68616
177	9837	68602
178	9838	68554
179	9843	68533
180	9845	68452
181	9849	68429
182	9851	68383
